osnma,7,0,01011000,11000001000011000111110010010011,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100001110011
osnma,7,0,00001000,01011011111001100000000000000000,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100001110101
osnma,7,2,01010010,11110001011110001111100000010100,00001000011100111000110101101010111110100000111100100111000000000111100001010000111001001101111110111010010010110001010000001001
osnma,7,4,01010001,00101111110011100001001100010101,00010000011100110001111111111111010000111111111110000000111001111110111111101001010110111110000011011111111111110001000100000001
osnma,7,6,10111011,00000000111011100101101110011101,00011011111111111111111111111111111111000000000000000000000001000100100011000010101100100010011110001001000110110100001111011010
osnma,7,9,10000011,00011001000001000011100011010110,00100100110001011100110000100110000011111111010001011111111111101000000011011000000000111000000010000110011001110010111111100110
osnma,7,10,00101001,00100111100110100110101000000011,00101000111110001011100000111111100100001001010001110111111110100011111111111111100000000000000001010100000000001001001000101100
osnma,7,0,11000110,00000011100110011101101100100000,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100010000001
osnma,7,0,01110101,11001100001100100000011111000011,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100010000011
osnma,7,0,00100000,11110110000000111101000110001100,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100010000101
osnma,7,0,11001110,10001010000110000000010111111110,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100010000111
osnma,7,0,00011101,10110011100100010000101001010101,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100010001001
osnma,7,1,01110111,00010010110001000011101111101101,00000100011100110011100111111001001111111110100011101010100101000000000010100000101100000111101010101000000101000010000111101111
osnma,7,3,01010010,10111110000001111111010000101110,00001100011100111111111111000110011111100010000010011010111111101011001000010101110100110000111011011010111111100001011101101011
osnma,7,5,00101010,11101000010100101111110011010100,00010100101100111000010000010000100000101100000000001100000000110110000000100101011000011011010001000111101010101010101010101010
osnma,7,0,10011010,11111100100101111001010110000111,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100010010001
osnma,7,0,11011011,01110110010111000000000000000000,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100010010011
osnma,7,2,01010010,10111111001111110100011101110010,00001000011100111000110101101010111110100000111100100111000000000111100001010000111001001101111110111010010010110001010000001001
osnma,7,4,01010010,11111100001000011001001101101100,00010000011100110001111111111111010000111111111110000000111001111110111111101001010110111110000011011111111111110001000100000001
osnma,7,6,11010110,11110110100101010110101001000111,00011011111111111111111111111111111111000000000000000000000001000100100011000010101100100010011110001001000110110100010011001010
osnma,7,7,11111110,00001111000001010110010111010111,00011100110001011100110000000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101
osnma,7,8,10001101,11000000111011000100000011111111,00100000110101010101010101010101010101010100000000101010101010101010101010101010101010101010101010101010101010101010101010101010
osnma,7,0,11101010,01000000000010111010110000110111,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100010011111
osnma,7,0,10011111,01000110000100100001010100000100,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100010100001
osnma,7,0,11001000,00101101011000000010001111010011,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100010100011
osnma,7,0,01111101,01001011000001111100001100111111,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100010100101
osnma,7,0,10001111,10101001001110111111111011101010,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100010100111
osnma,7,1,01101011,00011001000001000010111111100000,00000100011100110011100111111001001111111110100011101010100101000000000010100000101100000111101010101000000101000010000111101111
osnma,7,3,11101101,10100011011011001111101000000001,00001100011100111111111111000110011111100010000010011010111111101011001000010101110100110000111011011010111111100001011101101011
osnma,7,5,11100000,11010001010100001000011000001110,00010100101100111000010000010000100000101100000000001100000000110110000000100101011000011011010001010110101010101010101010101010
osnma,7,0,01010011,00010001001111110110110100110010,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100010101111
osnma,7,0,01111010,10010101111101100000000000000000,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100010110001
osnma,7,2,01010010,01001010110000000001000101010111,00001000011100111000110101101010111110100000111100100111000000000111100001010000111001001101111110111010010010110001010000001001
osnma,7,4,01010011,10001111100010010001001100011100,00010000011100110001111111111111010000111111111110000000111001111110111111101001010110111110000011011111111111110001000100000001
osnma,7,6,10101001,01100110010111111110011000010001,00011011111111111111111111111111111111000000000000000000000001000100100011000010101100100010011110001001000110110100010110111010
osnma,7,9,11100111,00011001000001001001001100101110,00100100110001011100110101010101010101010101010101010101010101010101111011110000000001000100000001100000100110001001111111011011
osnma,7,10,10011011,10011110000011111100110100000011,00101000111110001100001010111111100101110110111001011111111101000111111111111110000000000000000001010100000000001001001000101100
osnma,7,0,10001001,00000011111010010110010111110101,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100010111101
osnma,7,0,01110110,01001111101001010000011111000011,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100010111111
osnma,7,0,00101111,01000111111011011101011011100110,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100011000001
osnma,7,0,10101111,00111001000110000000010111000110,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100011000011
osnma,7,0,11001010,11001110001001001010111001010001,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100011000101
osnma,7,1,01101110,00010010110001000111111001100010,00000100011100110011100111111001001111111110100011101010100101000000000010100000101100000111101010101000000101000010000111101111
osnma,7,3,00010010,00101100000101101010110011010101,00001100011100111111111111000110011111100010000010011010111111101011001000010101110100110000111011011010111111100001011101101011
osnma,7,5,11100010,11010010001001011110000111010010,00010100101100111000010000010000100000101100000000001100000000110110000000100101011000011011010001100101101010101010101010101010
osnma,7,0,01101111,01101010100111100011111010111001,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100011001101
osnma,7,0,01100100,00001011110101000000000000000000,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100011001111
osnma,7,2,01010010,00000010010110100110110111010000,00001000011100111000110101101010111110100000111100100111000000000111100001010000111001001101111110111010010010110001010000001001
osnma,7,4,01010100,01010001001010101110001101101110,00010000011100110001111111111111010000111111111110000000111001111110111111101001010110111110000011011111111111110001000100000001
osnma,7,6,01010111,01111010110111111101011101101110,00011011111111111111111111111111111111000000000000000000000001000100100011000010101100100010011110001001000110110100011010101010
osnma,7,7,11000001,00001111000001011001010100001010,00011100110001011100110111110000000001110000000101111011101111011100111111001101110001011011111111111100101100001110001100010101
osnma,7,8,11001001,00011101000111000100110011111111,00100000111111111011111010000000000000000000000000101010101010101010101010101010101010101010101010101010101010101010101010101010
osnma,7,0,00000100,01000000011000000011010001111100,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100011011011
osnma,7,0,00010111,00011111001110110000101100000011,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100011011101
osnma,7,0,10011000,00100000111001111001101101110000,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100011011111
osnma,7,0,11100000,10001001000001111100001111010010,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100011100001
osnma,7,0,10010001,00010100000010101100001110111000,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100011100011
osnma,7,1,00100001,00011001000001000010001111110010,00000100011100110011100111111001001111111110100011101010100101000000000010100000101100000111101010101000000101000010000111101111
osnma,7,3,10110101,10000010000100111000101001001111,00001100011100111111111111000110011111100010000010011010111111101011001000010101110100110000111011011010111111100001011101101011
osnma,7,5,01100001,10110000011101101101110001100100,00010100101100111000010000010000100000101100000000001100000000110110000000100101011000011011010001110100101010101010101010101010
osnma,7,0,11001000,10110010010110110010010010011001,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100011101011
osnma,7,0,10100100,10100010010010000000000000000000,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100011101101
osnma,7,2,01010010,00001011010110110011001010000110,00001000011100111000110101101010111110100000111100100111000000000111100001010000111001001101111110111010010010110001010000001001
osnma,7,4,01010101,00110110101111111110001111010111,00010000011100110001111111111111010000111111111110000000111001111110111111101001010110111110000011011111111111110001000100000001
osnma,7,6,11000110,00010101010010011111011101001011,00011011111111111111111111111111111111000000000000000000000001000100100011000010101100100010011110001001000110110100011110011010
osnma,7,9,11000101,00011001000001000110001101001111,00100100110001011100110101010101010101010101010101010101010101010101111100001000000000100000000001000001011111001000000001101010
osnma,7,10,10001011,11010101000101011001011100000011,00101000110011011111010001111111100000001110000100110111111110001001000000000000000000000000000001010100000000001001001000101100
osnma,7,0,01101101,00000011111111110000011111000011,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100011111001
osnma,7,0,00011111,10101000110100010000011111000011,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100011111011
osnma,7,0,00001001,00101010100110010110010011101000,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100011111101
osnma,7,0,00100110,10100000000110000000010111001110,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100011111111
osnma,7,0,10010011,10000100000111111111011110111111,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100100000001
osnma,7,1,11111111,00001011110000110111001001100110,00000100011100110011100111111001001111111110100011101010100101000000000010100000101100000111101010101000000101000010000111101111
osnma,7,3,01010111,01100011111000011110101110110110,00001100011100111111111111000110011111100010000010011010111111101011001000010101110100110000111011011010111111100001011101101011
osnma,7,5,00110110,10011010110000100100101110100011,00010100101100111000010000010000100000101100000000001100000000110110000000100101011000011011010010000011101010101010101010101010
osnma,7,0,11101101,00110001011010101010101111110001,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100100001001
osnma,7,0,00110111,01001100001101110000000000000000,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001010110000110110100100001011
osnma,7,2,01010010,01101110110111001000110101101000,00001000011100111000110101101010111110100000111100100111000000000111100001010000111001001101111110111010010010110001010000001001
osnma,7,4,01010110,10001001101011001101001101101111,00010000011100110001111111111111010000111111111110000000111001111110111111101001010110111110000011011111111111110001000100000001
