osnma,26,0,10101001,10011011110011110001101011000011,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001001101001100001111010111011
osnma,26,0,01011010,10111010100100110011000101111110,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001001101001100001111010111101
osnma,26,0,00101010,10001001000100100000000000101011,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001001101001100001111010111111
osnma,26,0,00001000,10000110001010011101111011101111,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001001101001100001111011000001
osnma,26,1,00100010,00001001110000101011010110100010,00000100000110110110100000111001000010111111100101111000111011000000000001011010011000001110101010101000000100111001110110000011
osnma,26,3,01101000,11000011011111100110111011001111,00001100000110111111111111000011001100100001101111111001111110000101010000001000000000000010000111100011111101100011001101101011
osnma,26,5,00101010,00011101010111110100110001111100,00010100100110010111110100100000011011100000000111110111111111011010000000100100110100110000111101100011101010101010101010101010
osnma,26,0,00111010,01001111001100011100100110001001,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001001101001100001111011001001
osnma,26,0,11100101,00100100000001010000000000000000,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001001101001100001111011001011
osnma,26,2,01010010,01111000101101000110011011001001,00001000000110111001001010101000110111011000011000101000010111101110110111100000110110101000101010000010100111111111101110101001
osnma,26,4,01110101,10111100011001001101001101100111,00010000000110110110101111111111111101000000000000001001101000001110111111100000111000011110101001111111111100111110010000000001
osnma,26,6,00101110,11011000110001100110011001110100,00011000000000000000000000000000000000000000000000000000000000000100100110000010011010100010011110001001001100001111011010001010
osnma,26,7,00000101,00000101000000111101001101100000,00011110111010100110110000000101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101
osnma,26,8,01100110,11010111100101011100001111111111,00100010110101010101010101010101010101010100000000101010101010101010101010101010101010101010101010101010101010101010101010101010
osnma,26,0,01011100,01000000111101110000011111111100,00000010010101010101010101010101010101010101010101010101010101010101010101010101010101010101010101001001101001100001111011010111
